State,Year,CF,CAPEX_$/kW,SEC_kWh_kg,Electricity_$/kWh,Water_$kg,CO2_$kg,Transport_km,C_capex_usd_kg,C_opex_usd_kg,C_repl_usd_kg,C_elec_usd_kg,LCOH_plantgate_$kg,LCOH_Low_$kg,LCOH_Med_$kg,LCOH_High_$kg
Delaware,2040,0.721,191.66,47.14,0.0739,0.0006,0.0039,9.7,0.1458,0.0716,0.2354,3.4817,3.939,4.1414,4.4439,4.8478
Delaware,2050,0.721,176.63,46.18,0.0671,0.0006,0.0039,9.7,0.1316,0.0646,0.2126,3.0969,3.5102,3.7126,4.0151,4.419
Delaware,2060,0.721,162.79,45.22,0.0603,0.0006,0.0039,9.7,0.1188,0.0583,0.1918,2.7252,3.0986,3.301,3.6035,4.0074
Florida,2022,0.745,683.79,55.0,0.0888,0.0001,0.0686,10.5,0.5868,0.2881,0.9842,4.884,6.8117,7.0143,7.3169,7.7211
Florida,2030,0.745,232.49,48.8,0.0832,0.0001,0.0686,10.5,0.177,0.0869,0.2969,4.0597,4.6892,4.8918,5.1944,5.5986
Florida,2040,0.745,190.6,47.14,0.0762,0.0001,0.0686,10.5,0.1402,0.0688,0.2351,3.5909,4.1036,4.3062,4.6089,5.013
Florida,2050,0.745,175.66,46.18,0.0692,0.0001,0.0686,10.5,0.1266,0.0621,0.2123,3.194,3.6636,3.8662,4.1688,4.573
Florida,2060,0.745,161.89,45.22,0.0622,0.0001,0.0686,10.5,0.1142,0.0561,0.1916,2.8106,3.2411,3.4437,3.7463,4.1505
Georgia,2022,0.7,580.51,55.0,0.0701,0.0001,0.0385,10.0,0.5299,0.2602,0.9859,3.8555,5.6701,5.8726,6.1751,6.5791
Georgia,2030,0.7,197.37,48.8,0.0657,0.0001,0.0385,10.0,0.1599,0.0785,0.2974,3.2048,3.7792,3.9817,4.2842,4.6882
Georgia,2040,0.7,161.82,47.14,0.0601,0.0001,0.0385,10.0,0.1266,0.0621,0.2355,2.8347,3.2975,3.5,3.8025,4.2065
Georgia,2050,0.7,149.13,46.18,0.0546,0.0001,0.0385,10.0,0.1143,0.0561,0.2126,2.5214,2.943,3.1455,3.448,3.852
Georgia,2060,0.7,137.44,45.22,0.0491,0.0001,0.0385,10.0,0.1031,0.0506,0.1919,2.2187,2.603,2.8055,3.108,3.512
Idaho,2022,0.676,578.95,55.0,0.0755,0.0,0.0061,7.5,0.5474,0.2687,0.9852,4.1525,5.9599,6.1617,6.4636,6.8666
Idaho,2030,0.676,196.84,48.8,0.0707,0.0,0.0061,7.5,0.1651,0.0811,0.2972,3.4517,4.0012,4.2031,4.5049,4.9079
Idaho,2040,0.676,161.38,47.14,0.0648,0.0,0.0061,7.5,0.1308,0.0642,0.2353,3.053,3.4895,3.6913,3.9932,4.3962
Idaho,2050,0.676,148.73,46.18,0.0588,0.0,0.0061,7.5,0.1181,0.058,0.2125,2.7156,3.1102,3.3121,3.614,4.0169
Idaho,2060,0.676,137.07,45.22,0.0528,0.0,0.0061,7.5,0.1065,0.0523,0.1917,2.3897,2.7464,2.9482,3.2501,3.6531
Illinois,2022,0.723,690.75,55.0,0.0981,0.0,0.0558,9.0,0.6106,0.2997,0.9855,5.3955,7.3471,7.5494,7.8517,8.2553
Illinois,2030,0.723,234.86,48.8,0.0919,0.0,0.0558,9.0,0.1842,0.0904,0.2973,4.4849,5.1127,5.315,5.6172,6.0208
Illinois,2040,0.723,192.54,47.14,0.0842,0.0,0.0558,9.0,0.1459,0.0716,0.2354,3.9669,4.4757,4.678,4.9802,5.3838
Illinois,2050,0.723,177.45,46.18,0.0764,0.0,0.0558,9.0,0.1317,0.0646,0.2125,3.5285,3.9933,4.1955,4.4978,4.9014
Illinois,2060,0.723,163.54,45.22,0.0687,0.0,0.0558,9.0,0.1188,0.0583,0.1918,3.105,3.5298,3.7321,4.0344,4.438
Indiana,2022,0.707,690.26,55.0,0.0901,0.0001,0.0502,9.2,0.6242,0.3064,0.9859,4.9555,6.9223,7.1246,7.4269,7.8306
Indiana,2030,0.707,234.69,48.8,0.0844,0.0001,0.0502,9.2,0.1883,0.0924,0.2974,4.1192,4.7476,4.9499,5.2522,5.6559
Indiana,2040,0.707,192.41,47.14,0.0773,0.0001,0.0502,9.2,0.1491,0.0732,0.2355,3.6434,4.1515,4.3538,4.6561,5.0598
Indiana,2050,0.707,177.32,46.18,0.0702,0.0001,0.0502,9.2,0.1346,0.0661,0.2126,3.2408,3.7044,3.9067,4.209,4.6127
Indiana,2060,0.707,163.42,45.22,0.0631,0.0001,0.0502,9.2,0.1215,0.0596,0.1919,2.8518,3.2751,3.4774,3.7796,4.1833
Iowa,2022,0.741,620.23,55.0,0.0604,0.0001,0.0215,8.7,0.5352,0.2627,0.9845,3.322,5.126,5.3282,5.6303,6.0338
Iowa,2030,0.741,210.88,48.8,0.0566,0.0001,0.0215,8.7,0.1615,0.0793,0.297,2.7614,3.3206,3.5228,3.825,4.2284
Iowa,2040,0.741,172.89,47.14,0.0518,0.0001,0.0215,8.7,0.1279,0.0628,0.2352,2.4424,2.8898,3.092,3.3941,3.7976
Iowa,2050,0.741,159.33,46.18,0.047,0.0001,0.0215,8.7,0.1154,0.0567,0.2123,2.1725,2.5785,2.7807,3.0828,3.4863
Iowa,2060,0.741,146.84,45.22,0.0423,0.0001,0.0215,8.7,0.1042,0.0511,0.1916,1.9117,2.2802,2.4824,2.7846,3.188
Kansas,2022,0.803,683.71,55.0,0.0779,0.0001,0.0181,8.8,0.5442,0.2672,0.9775,4.2845,6.0916,6.2937,6.5959,6.9994
Kansas,2030,0.803,232.46,48.8,0.073,0.0001,0.0181,8.8,0.1642,0.0806,0.2949,3.5614,4.1193,4.3215,4.6237,5.0272
Kansas,2040,0.803,190.58,47.14,0.0668,0.0001,0.0181,8.8,0.13,0.0638,0.2335,3.1501,3.5956,3.7978,4.1,4.5035
Kansas,2050,0.803,175.64,46.18,0.0607,0.0001,0.0181,8.8,0.1174,0.0576,0.2108,2.802,3.206,3.4082,3.7104,4.1139
Kansas,2060,0.803,161.87,45.22,0.0545,0.0001,0.0181,8.8,0.1059,0.052,0.1903,2.4656,2.832,3.0342,3.3364,3.7399
Kentucky,2022,0.677,581.51,55.0,0.0693,0.0,0.0333,9.5,0.549,0.2695,0.9852,3.8115,5.6485,5.8508,6.1532,6.557
Kentucky,2030,0.677,197.71,48.8,0.0649,0.0,0.0333,9.5,0.1656,0.0813,0.2972,3.1683,3.7457,3.948,4.2504,4.6542
Kentucky,2040,0.677,162.09,47.14,0.0595,0.0,0.0333,9.5,0.1311,0.0644,0.2354,2.8023,3.2665,3.4689,3.7712,4.175
Kentucky,2050,0.677,149.39,46.18,0.054,0.0,0.0333,9.5,0.1184,0.0581,0.2125,2.4926,2.9149,3.1173,3.4197,3.8234
