State,Year,CF,CAPEX_$/kW,SEC_kWh_kg,Electricity_$/kWh,Water_$kg,CO2_$kg,Transport_km,C_capex_usd_kg,C_opex_usd_kg,C_repl_usd_kg,C_elec_usd_kg,LCOH_plantgate_$kg,LCOH_Low_$kg,LCOH_Med_$kg,LCOH_High_$kg
Oregon,2022,0.674,3426.41,38.0,0.0794,0.0,0.0029,7.2,2.2452,1.1022,0.0,3.0172,6.3676,6.5694,6.8712,7.2748
Oregon,2030,0.674,356.35,35.2,0.0744,0.0,0.0029,7.2,0.2163,0.1062,0.0,2.6184,2.9438,3.1456,3.4474,3.851
Oregon,2040,0.674,254.69,34.37,0.0681,0.0,0.0029,7.2,0.151,0.0741,0.0,2.3412,2.5692,2.771,3.0728,3.4764
Oregon,2050,0.674,234.73,34.0,0.0618,0.0,0.0029,7.2,0.1376,0.0676,0.0,2.1028,2.311,2.5128,2.8146,3.2182
Oregon,2060,0.674,216.32,34.0,0.0556,0.0,0.0029,7.2,0.1268,0.0623,0.0,1.8897,2.0818,2.2836,2.5854,2.989
Pennsylvania,2022,0.649,3459.3,38.0,0.0859,0.0001,0.0158,9.5,2.3546,1.1559,0.0,3.2642,6.7905,6.9929,7.2953,7.7
Pennsylvania,2030,0.649,359.77,35.2,0.0805,0.0001,0.0158,9.5,0.2268,0.1114,0.0,2.8327,3.1868,3.3891,3.6915,4.0962
Pennsylvania,2040,0.649,257.14,34.37,0.0737,0.0001,0.0158,9.5,0.1583,0.0777,0.0,2.5328,2.7847,2.9871,3.2894,3.6942
Pennsylvania,2050,0.649,236.98,34.0,0.0669,0.0001,0.0158,9.5,0.1443,0.0708,0.0,2.275,2.506,2.7084,3.0108,3.4155
Pennsylvania,2060,0.649,218.4,34.0,0.0601,0.0001,0.0158,9.5,0.133,0.0653,0.0,2.0444,2.2586,2.4609,2.7633,3.168
Rhode Island,2022,0.699,3435.72,38.0,0.2014,0.002,0.0008,9.7,2.1729,1.0667,0.0,7.6532,10.8956,11.098,11.4005,11.8053
Rhode Island,2030,0.699,357.31,35.2,0.1887,0.002,0.0008,9.7,0.2093,0.1028,0.0,6.6415,6.9564,7.1588,7.4612,7.8661
Rhode Island,2040,0.699,255.39,34.37,0.1728,0.002,0.0008,9.7,0.1461,0.0717,0.0,5.9384,6.159,6.3614,6.6639,7.0687
Rhode Island,2050,0.699,235.36,34.0,0.1569,0.002,0.0008,9.7,0.1332,0.0654,0.0,5.3339,5.5353,5.7377,6.0401,6.4449
Rhode Island,2060,0.699,216.91,34.0,0.141,0.002,0.0008,9.7,0.1227,0.0603,0.0,4.7933,4.9791,5.1815,5.4839,5.8888
South Carolina,2022,0.7,3443.27,38.0,0.0666,0.0002,0.0052,10.0,2.1731,1.0668,0.0,2.5308,5.776,5.9785,6.281,6.686
South Carolina,2030,0.7,358.1,35.2,0.0624,0.0002,0.0052,10.0,0.2093,0.1028,0.0,2.1963,2.5137,2.7162,3.0187,3.4237
South Carolina,2040,0.7,255.95,34.37,0.0571,0.0002,0.0052,10.0,0.1461,0.0717,0.0,1.9638,2.1869,2.3894,2.6919,3.0969
South Carolina,2050,0.7,235.88,34.0,0.0519,0.0002,0.0052,10.0,0.1332,0.0654,0.0,1.7638,1.9678,2.1703,2.4728,2.8778
South Carolina,2060,0.7,217.39,34.0,0.0466,0.0002,0.0052,10.0,0.1228,0.0603,0.0,1.5851,1.7734,1.9759,2.2785,2.6835
South Dakota,2022,0.763,3461.2,38.0,0.0846,0.0005,0.0012,8.1,2.0032,0.9834,0.0,3.2148,6.2031,6.4051,6.7072,7.1112
South Dakota,2030,0.763,359.97,35.2,0.0793,0.0005,0.0012,8.1,0.193,0.0947,0.0,2.7898,3.0792,3.2813,3.5833,3.9874
South Dakota,2040,0.763,257.28,34.37,0.0726,0.0005,0.0012,8.1,0.1347,0.0661,0.0,2.4945,2.697,2.899,3.201,3.6051
South Dakota,2050,0.763,237.11,34.0,0.0659,0.0005,0.0012,8.1,0.1228,0.0603,0.0,2.2406,2.4253,2.6273,2.9294,3.3334
South Dakota,2060,0.763,218.52,34.0,0.0592,0.0005,0.0012,8.1,0.1132,0.0556,0.0,2.0135,2.1839,2.3859,2.6879,3.092
Tennessee,2022,0.683,3451.85,38.0,0.068,0.0001,0.0068,9.6,2.2328,1.0961,0.0,2.584,5.9197,6.1221,6.4245,6.8293
Tennessee,2030,0.683,358.99,35.2,0.0637,0.0001,0.0068,9.6,0.2151,0.1056,0.0,2.2424,2.57,2.7724,3.0747,3.4795
Tennessee,2040,0.683,256.58,34.37,0.0583,0.0001,0.0068,9.6,0.1501,0.0737,0.0,2.005,2.2357,2.4381,2.7405,3.1453
Tennessee,2050,0.683,236.47,34.0,0.053,0.0001,0.0068,9.6,0.1369,0.0672,0.0,1.8009,2.0118,2.2142,2.5166,2.9214
Tennessee,2060,0.683,217.93,34.0,0.0476,0.0001,0.0068,9.6,0.1261,0.0619,0.0,1.6184,1.8133,2.0157,2.3181,2.7229
Texas,2022,0.801,3185.27,38.0,0.0651,0.0001,0.05,9.4,1.7562,0.8621,0.0,2.4738,5.1422,5.3445,5.6469,6.0516
Texas,2030,0.801,331.27,35.2,0.061,0.0001,0.05,9.4,0.1692,0.0831,0.0,2.1468,2.4491,2.6514,2.9538,3.3585
Texas,2040,0.801,236.77,34.37,0.0558,0.0001,0.05,9.4,0.1181,0.058,0.0,1.9195,2.1456,2.348,2.6503,3.055
Texas,2050,0.801,218.21,34.0,0.0507,0.0001,0.05,9.4,0.1076,0.0528,0.0,1.7241,1.9347,2.137,2.4394,2.8441
Texas,2060,0.801,201.1,34.0,0.0456,0.0001,0.05,9.4,0.0992,0.0487,0.0,1.5494,1.7473,1.9497,2.252,2.6567
Utah,2022,0.744,3405.44,38.0,0.0784,0.0006,0.0045,8.1,2.0215,0.9924,0.0,2.9792,5.9982,6.2002,6.5022,6.9062
Utah,2030,0.744,354.17,35.2,0.0734,0.0006,0.0045,8.1,0.1947,0.0956,0.0,2.5854,2.8809,3.0829,3.3849,3.7889
Utah,2040,0.744,253.13,34.37,0.0673,0.0006,0.0045,8.1,0.1359,0.0667,0.0,2.3117,2.5194,2.7215,3.0235,3.4275
Utah,2050,0.744,233.29,34.0,0.0611,0.0006,0.0045,8.1,0.1239,0.0608,0.0,2.0764,2.2662,2.4682,2.7703,3.1743
Utah,2060,0.744,215.0,34.0,0.0549,0.0006,0.0045,8.1,0.1142,0.0561,0.0,1.8659,2.0413,2.2433,2.5453,2.9494
Vermont,2022,0.626,3477.3,38.0,0.1202,0.0003,0.0004,9.4,2.4546,1.205,0.0,4.5676,8.2279,8.4302,8.7326,9.1373
Vermont,2030,0.626,361.64,35.2,0.1126,0.0003,0.0004,9.4,0.2365,0.1161,0.0,3.9638,4.3171,4.5194,4.8218,5.2265
Vermont,2040,0.626,258.48,34.37,0.1031,0.0003,0.0004,9.4,0.165,0.081,0.0,3.5442,3.791,3.9933,4.2957,4.7003
Vermont,2050,0.626,238.21,34.0,0.0936,0.0003,0.0004,9.4,0.1505,0.0739,0.0,3.1834,3.4084,3.6108,3.9131,4.3178
Vermont,2060,0.626,219.54,34.0,0.0841,0.0003,0.0004,9.4,0.1387,0.0681,0.0,2.8608,3.0682,3.2706,3.5729,3.9776
Virginia,2022,0.68,3445.45,38.0,0.0911,0.0001,0.0076,9.8,2.2381,1.0987,0.0,3.4618,6.8063,7.0087,7.3112,7.7161
Virginia,2030,0.68,358.33,35.2,0.0853,0.0001,0.0076,9.8,0.2156,0.1058,0.0,3.0042,3.3333,3.5358,3.8382,4.2431
Virginia,2040,0.68,256.11,34.37,0.0782,0.0001,0.0076,9.8,0.1505,0.0739,0.0,2.6862,2.9182,3.1206,3.423,3.8279
Virginia,2050,0.68,236.03,34.0,0.071,0.0001,0.0076,9.8,0.1372,0.0673,0.0,2.4127,2.6249,2.8273,3.1298,3.5347
Virginia,2060,0.68,217.52,34.0,0.0638,0.0001,0.0076,9.8,0.1264,0.0621,0.0,2.1682,2.3643,2.5668,2.8692,3.2741
Washington,2022,0.618,3455.84,38.0,0.0646,0.0,0.0057,6.9,2.4702,1.2126,0.0,2.4548,6.1433,6.345,6.6468,7.0502
Washington,2030,0.618,359.41,35.2,0.0605,0.0,0.0057,6.9,0.238,0.1168,0.0,2.1303,2.4908,2.6926,2.9943,3.3977
Washington,2040,0.618,256.88,34.37,0.0554,0.0,0.0057,6.9,0.1661,0.0815,0.0,1.9048,2.1581,2.3599,2.6616,3.065
Washington,2050,0.618,236.74,34.0,0.0503,0.0,0.0057,6.9,0.1514,0.0743,0.0,1.7109,1.9424,2.1441,2.4458,2.8493
Washington,2060,0.618,218.18,34.0,0.0452,0.0,0.0057,6.9,0.1395,0.0685,0.0,1.5375,1.7513,1.953,2.2547,2.6582
West Virginia,2022,0.637,3445.98,38.0,0.0843,0.0001,0.0062,9.6,2.3902,1.1733,0.0,3.2034,6.7732,6.9756,7.278,7.6828
West Virginia,2030,0.637,358.38,35.2,0.079,0.0001,0.0062,9.6,0.2303,0.113,0.0,2.7799,3.1296,3.3319,3.6343,4.0391
West Virginia,2040,0.637,256.15,34.37,0.0723,0.0001,0.0062,9.6,0.1607,0.0789,0.0,2.4857,2.7315,2.9339,3.2363,3.6411
West Virginia,2050,0.637,236.07,34.0,0.0657,0.0001,0.0062,9.6,0.1465,0.0719,0.0,2.2326,2.4573,2.6597,2.9621,3.3669
West Virginia,2060,0.637,217.56,34.0,0.059,0.0001,0.0062,9.6,0.135,0.0663,0.0,2.0063,2.2139,2.4163,2.7187,3.1235
Wisconsin,2022,0.689,3466.54,38.0,0.0829,0.0001,0.0069,8.6,2.2242,1.0919,0.0,3.1502,6.4733,6.6755,6.9776,7.3819
Wisconsin,2030,0.689,360.52,35.2,0.0777,0.0001,0.0069,8.6,0.2143,0.1052,0.0,2.7338,3.0602,3.2624,3.5645,3.9688
Wisconsin,2040,0.689,257.68,34.37,0.0711,0.0001,0.0069,8.6,0.1495,0.0734,0.0,2.4444,2.6743,2.8765,3.1786,3.5829
Wisconsin,2050,0.689,237.47,34.0,0.0646,0.0001,0.0069,8.6,0.1363,0.0669,0.0,2.1955,2.4058,2.6079,2.9101,3.3144
Wisconsin,2060,0.689,218.86,34.0,0.058,0.0001,0.0069,8.6,0.1256,0.0617,0.0,1.973,2.1673,2.3695,2.6716,3.0759
Wyoming,2022,0.774,3398.91,38.0,0.0847,0.0002,0.0043,7.9,1.9408,0.9527,0.0,3.2186,6.1166,6.3185,6.6205,7.0245
Wyoming,2030,0.774,353.49,35.2,0.0794,0.0002,0.0043,7.9,0.187,0.0918,0.0,2.7931,3.0764,3.2783,3.5803,3.9843
Wyoming,2040,0.774,252.65,34.37,0.0727,0.0002,0.0043,7.9,0.1305,0.0641,0.0,2.4975,2.6965,2.8984,3.2004,3.6044
Wyoming,2050,0.774,232.84,34.0,0.066,0.0002,0.0043,7.9,0.119,0.0584,0.0,2.2432,2.425,2.627,2.929,3.333
Wyoming,2060,0.774,214.59,34.0,0.0593,0.0002,0.0043,7.9,0.1096,0.0538,0.0,2.0159,2.1838,2.3858,2.6877,3.0917
