State,Year,CF,CAPEX_$/kW,SEC_kWh_kg,Electricity_$/kWh,Water_$kg,CO2_$kg,Transport_km,C_capex_usd_kg,C_opex_usd_kg,C_repl_usd_kg,C_elec_usd_kg,LCOH_plantgate_$kg,LCOH_Low_$kg,LCOH_Med_$kg,LCOH_High_$kg
Oklahoma,2060,0.798,160.94,43.33,0.0386,0.0001,0.0067,9.1,0.1017,0.0499,0.0,1.6713,1.8297,2.3343,2.3343,2.3343
Oregon,2022,0.674,1370.57,55.0,0.0794,0.0,0.0029,7.2,1.2999,0.6381,0.0,4.367,6.3079,6.8115,6.8115,6.8115
Oregon,2030,0.674,233.0,47.0,0.0744,0.0,0.0029,7.2,0.1888,0.0927,0.0,3.4961,3.7806,4.2842,4.2842,4.2842
Oregon,2040,0.674,191.02,45.17,0.0681,0.0,0.0029,7.2,0.1488,0.073,0.0,3.077,3.3018,3.8054,3.8054,3.8054
Oregon,2050,0.674,176.04,44.25,0.0618,0.0,0.0029,7.2,0.1343,0.0659,0.0,2.7369,2.9401,3.4437,3.4437,3.4437
Oregon,2060,0.674,162.24,43.33,0.0556,0.0,0.0029,7.2,0.1212,0.0595,0.0,2.4084,2.5921,3.0957,3.0957,3.0957
Pennsylvania,2022,0.649,1383.72,55.0,0.0859,0.0001,0.0158,9.5,1.3632,0.6692,0.0,4.7245,6.7727,7.2775,7.2775,7.2775
Pennsylvania,2030,0.649,235.23,47.0,0.0805,0.0001,0.0158,9.5,0.198,0.0972,0.0,3.7823,4.0934,4.5982,4.5982,4.5982
Pennsylvania,2040,0.649,192.85,45.17,0.0737,0.0001,0.0158,9.5,0.156,0.0766,0.0,3.3289,3.5774,4.0821,4.0821,4.0821
Pennsylvania,2050,0.649,177.73,44.25,0.0669,0.0001,0.0158,9.5,0.1409,0.0692,0.0,2.961,3.1869,3.6916,3.6916,3.6916
Pennsylvania,2060,0.649,163.8,43.33,0.0601,0.0001,0.0158,9.5,0.1271,0.0624,0.0,2.6056,2.811,3.3157,3.3157,3.3157
Rhode Island,2022,0.699,1374.29,55.0,0.2014,0.002,0.0008,9.7,1.258,0.6176,0.0,11.077,12.9554,13.4602,13.4602,13.4602
Rhode Island,2030,0.699,233.63,47.0,0.1887,0.002,0.0008,9.7,0.1828,0.0897,0.0,8.868,9.1432,9.648,9.648,9.648
Rhode Island,2040,0.699,191.54,45.17,0.1728,0.002,0.0008,9.7,0.144,0.0707,0.0,7.8048,8.0223,8.5271,8.5271,8.5271
Rhode Island,2050,0.699,176.52,44.25,0.1569,0.002,0.0008,9.7,0.13,0.0638,0.0,6.9423,7.1389,7.6437,7.6437,7.6437
Rhode Island,2060,0.699,162.68,43.33,0.141,0.002,0.0008,9.7,0.1173,0.0576,0.0,6.1089,6.2866,6.7915,6.7915,6.7915
South Carolina,2022,0.7,1377.31,55.0,0.0666,0.0002,0.0052,10.0,1.2581,0.6176,0.0,3.663,5.5441,6.0491,6.0491,6.0491
South Carolina,2030,0.7,234.14,47.0,0.0624,0.0002,0.0052,10.0,0.1828,0.0897,0.0,2.9325,3.2103,3.7153,3.7153,3.7153
South Carolina,2040,0.7,191.96,45.17,0.0571,0.0002,0.0052,10.0,0.144,0.0707,0.0,2.5809,2.801,3.306,3.306,3.306
South Carolina,2050,0.7,176.91,44.25,0.0519,0.0002,0.0052,10.0,0.13,0.0638,0.0,2.2957,2.4949,2.9999,2.9999,2.9999
South Carolina,2060,0.7,163.04,43.33,0.0466,0.0002,0.0052,10.0,0.1173,0.0576,0.0,2.0201,2.2004,2.7054,2.7054,2.7054
South Dakota,2022,0.763,1384.48,55.0,0.0846,0.0005,0.0012,8.1,1.1598,0.5693,0.0,4.653,6.3838,6.8878,6.8878,6.8878
South Dakota,2030,0.763,235.36,47.0,0.0793,0.0005,0.0012,8.1,0.1685,0.0827,0.0,3.7251,3.9779,4.482,4.482,4.482
South Dakota,2040,0.763,192.96,45.17,0.0726,0.0005,0.0012,8.1,0.1328,0.0652,0.0,3.2785,3.4781,3.9822,3.9822,3.9822
South Dakota,2050,0.763,177.83,44.25,0.0659,0.0005,0.0012,8.1,0.1199,0.0588,0.0,2.9162,3.0965,3.6006,3.6006,3.6006
South Dakota,2060,0.763,163.89,43.33,0.0592,0.0005,0.0012,8.1,0.1082,0.0531,0.0,2.5661,2.7291,3.2331,3.2331,3.2331
Tennessee,2022,0.683,1380.74,55.0,0.068,0.0001,0.0068,9.6,1.2927,0.6346,0.0,3.74,5.6741,6.1789,6.1789,6.1789
Tennessee,2030,0.683,234.73,47.0,0.0637,0.0001,0.0068,9.6,0.1878,0.0922,0.0,2.9941,3.281,3.7857,3.7857,3.7857
Tennessee,2040,0.683,192.44,45.17,0.0583,0.0001,0.0068,9.6,0.148,0.0726,0.0,2.6352,2.8626,3.3674,3.3674,3.3674
Tennessee,2050,0.683,177.35,44.25,0.053,0.0001,0.0068,9.6,0.1336,0.0656,0.0,2.344,2.55,3.0548,3.0548,3.0548
Tennessee,2060,0.683,163.45,43.33,0.0476,0.0001,0.0068,9.6,0.1206,0.0592,0.0,2.0626,2.2492,2.754,2.754,2.754
Texas,2022,0.801,1274.11,55.0,0.0651,0.0001,0.05,9.4,1.0167,0.4991,0.0,3.5805,5.1464,5.6511,5.6511,5.6511
Texas,2030,0.801,216.6,47.0,0.061,0.0001,0.05,9.4,0.1477,0.0725,0.0,2.8665,3.1367,3.6414,3.6414,3.6414
Texas,2040,0.801,177.58,45.17,0.0558,0.0001,0.05,9.4,0.1164,0.0571,0.0,2.5228,2.7464,3.2511,3.2511,3.2511
Texas,2050,0.801,163.65,44.25,0.0507,0.0001,0.05,9.4,0.1051,0.0516,0.0,2.244,2.4507,2.9554,2.9554,2.9554
Texas,2060,0.801,150.82,43.33,0.0456,0.0001,0.05,9.4,0.0948,0.0466,0.0,1.9746,2.1661,2.6708,2.6708,2.6708
Utah,2022,0.744,1362.18,55.0,0.0784,0.0006,0.0045,8.1,1.1703,0.5745,0.0,4.312,6.062,6.566,6.566,6.566
Utah,2030,0.744,231.57,47.0,0.0734,0.0006,0.0045,8.1,0.17,0.0835,0.0,3.4521,3.7107,4.2147,4.2147,4.2147
Utah,2040,0.744,189.85,45.17,0.0673,0.0006,0.0045,8.1,0.134,0.0658,0.0,3.0382,3.2431,3.7471,3.7471,3.7471
Utah,2050,0.744,174.97,44.25,0.0611,0.0006,0.0045,8.1,0.1209,0.0594,0.0,2.7024,2.8879,3.3919,3.3919,3.3919
Utah,2060,0.744,161.25,43.33,0.0549,0.0006,0.0045,8.1,0.1091,0.0536,0.0,2.3781,2.5459,3.0499,3.0499,3.0499
Vermont,2022,0.626,1390.92,55.0,0.1202,0.0003,0.0004,9.4,1.4211,0.6976,0.0,6.611,8.7304,9.2351,9.2351,9.2351
Vermont,2030,0.626,236.46,47.0,0.1126,0.0003,0.0004,9.4,0.2064,0.1013,0.0,5.2926,5.6011,6.1058,6.1058,6.1058
Vermont,2040,0.626,193.86,45.17,0.1031,0.0003,0.0004,9.4,0.1627,0.0799,0.0,4.6581,4.9013,5.406,5.406,5.406
Vermont,2050,0.626,178.66,44.25,0.0936,0.0003,0.0004,9.4,0.1469,0.0721,0.0,4.1433,4.363,4.8677,4.8677,4.8677
Vermont,2060,0.626,164.65,43.33,0.0841,0.0003,0.0004,9.4,0.1325,0.0651,0.0,3.646,3.8443,4.349,4.349,4.349
Virginia,2022,0.68,1378.18,55.0,0.0911,0.0001,0.0076,9.8,1.2958,0.6361,0.0,5.0105,6.95,7.4549,7.4549,7.4549
Virginia,2030,0.68,234.29,47.0,0.0853,0.0001,0.0076,9.8,0.1882,0.0924,0.0,4.0113,4.2996,4.8045,4.8045,4.8045
Virginia,2040,0.68,192.08,45.17,0.0782,0.0001,0.0076,9.8,0.1483,0.0728,0.0,3.5304,3.7592,4.2641,4.2641,4.2641
Virginia,2050,0.68,177.02,44.25,0.071,0.0001,0.0076,9.8,0.1339,0.0657,0.0,3.1402,3.3475,3.8524,3.8524,3.8524
Virginia,2060,0.68,163.14,43.33,0.0638,0.0001,0.0076,9.8,0.1208,0.0593,0.0,2.7633,2.9511,3.456,3.456,3.456
Washington,2022,0.618,1382.34,55.0,0.0646,0.0,0.0057,6.9,1.4301,0.702,0.0,3.553,5.6909,6.1943,6.1943,6.1943
Washington,2030,0.618,235.0,47.0,0.0605,0.0,0.0057,6.9,0.2078,0.102,0.0,2.8444,3.1599,3.6634,3.6634,3.6634
Washington,2040,0.618,192.66,45.17,0.0554,0.0,0.0057,6.9,0.1637,0.0804,0.0,2.5034,2.7532,3.2567,3.2567,3.2567
Washington,2050,0.618,177.56,44.25,0.0503,0.0,0.0057,6.9,0.1478,0.0726,0.0,2.2268,2.4528,2.9563,2.9563,2.9563
Washington,2060,0.618,163.64,43.33,0.0452,0.0,0.0057,6.9,0.1334,0.0655,0.0,1.9595,2.1641,2.6675,2.6675,2.6675
West Virginia,2022,0.637,1378.39,55.0,0.0843,0.0001,0.0062,9.6,1.3838,0.6793,0.0,4.6365,6.7059,7.2107,7.2107,7.2107
West Virginia,2030,0.637,234.33,47.0,0.079,0.0001,0.0062,9.6,0.201,0.0987,0.0,3.7119,4.0179,4.5227,4.5227,4.5227
West Virginia,2040,0.637,192.11,45.17,0.0723,0.0001,0.0062,9.6,0.1584,0.0778,0.0,3.2669,3.5093,4.0141,4.0141,4.0141
West Virginia,2050,0.637,177.05,44.25,0.0657,0.0001,0.0062,9.6,0.143,0.0702,0.0,2.9058,3.1253,3.6301,3.6301,3.6301
West Virginia,2060,0.637,163.17,43.33,0.059,0.0001,0.0062,9.6,0.1291,0.0634,0.0,2.557,2.7557,3.2605,3.2605,3.2605
Wisconsin,2022,0.689,1386.62,55.0,0.0829,0.0001,0.0069,8.6,1.2877,0.6321,0.0,4.5595,6.4864,6.9907,6.9907,6.9907
Wisconsin,2030,0.689,235.72,47.0,0.0777,0.0001,0.0069,8.6,0.1871,0.0918,0.0,3.6502,3.9361,4.4404,4.4404,4.4404
Wisconsin,2040,0.689,193.26,45.17,0.0711,0.0001,0.0069,8.6,0.1474,0.0724,0.0,3.2126,3.4394,3.9437,3.9437,3.9437
Wisconsin,2050,0.689,178.11,44.25,0.0646,0.0001,0.0069,8.6,0.1331,0.0653,0.0,2.8576,3.063,3.5673,3.5673,3.5673
Wisconsin,2060,0.689,164.14,43.33,0.058,0.0001,0.0069,8.6,0.1201,0.059,0.0,2.5146,2.7006,3.2049,3.2049,3.2049
Wyoming,2022,0.774,1359.56,55.0,0.0847,0.0002,0.0043,7.9,1.1236,0.5516,0.0,4.6585,6.3381,6.8421,6.8421,6.8421
Wyoming,2030,0.774,231.13,47.0,0.0794,0.0002,0.0043,7.9,0.1632,0.0801,0.0,3.7295,3.9773,4.4813,4.4813,4.4813
Wyoming,2040,0.774,189.49,45.17,0.0727,0.0002,0.0043,7.9,0.1286,0.0631,0.0,3.2824,3.4786,3.9825,3.9825,3.9825
Wyoming,2050,0.774,174.63,44.25,0.066,0.0002,0.0043,7.9,0.1161,0.057,0.0,2.9196,3.0972,3.6012,3.6012,3.6012
Wyoming,2060,0.774,160.94,43.33,0.0593,0.0002,0.0043,7.9,0.1048,0.0514,0.0,2.5692,2.7299,3.2338,3.2338,3.2338
